id вуза,Образовательное учреждение,Регион вуза,Всего студентов,Качественных студентов
66824,ПККИиК,Пермский край,1,1
66825,НКАиДХ,Новосибирская область,1,0
66826,Иркутский энергетический колледж,Иркутская область,1,0
66827,Сыктывкарский Государственный Педагогический колледж имени Ивана Куратова,Республика Коми,1,0
66828,Международный институт рынка,Самарская область,1,0
66829,мткс,Мурманская область,1,0
66832,Колледж,г. Москва,1,0
66833,Медицинский колледж,Свердловская область,1,0
66835,"ЧПОУ ""МОСКОВСКИЙ ГОРОДСКОЙ ОТКРЫТЫЙ КОЛЛЕДЖ""",г. Москва,1,1
66839,ЕМРПТ,Краснодарский край,1,0
66840,ЦО11,г. Москва,1,0
66841,ПСТ,Калининградская область,1,1
66842,ОЧУ ВО МИУ,Московская область,1,0
66843,ФГКОУ МКК ПВ МО РФ,Московская область,1,1
66847,КБМК,Курганская область,1,0
66848,Куйбышевский Политехнический Колледж,Новосибирская область,1,1
66852,Новосибирский Кооперативный техникум,Новосибирская область,1,1
66855,СЛПТ,Вологодская область,1,0
66860,Усть-Илимский техникум лесопромышленных технологий и сферы услуг,Иркутская область,1,0
66863,Техникум креативных индустрий,г. Москва,1,0
66868,Санкт-Петербургский архитектурно-строительный колледж,г. Санкт-Петербург,1,0
66869,44АПТ,Амурская область,1,1
66872,СГТ,Самарская область,1,1
66874,ОКЭИ,Оренбургская область,1,1
66875,МКТ РУТ МИИТ,г. Москва,1,0
66879,ГПБОУ Владимирский политехнический колледж,Владимирская область,1,0
